-1	1	91801	91837	3
1	1	419257	419268	5
1	1	846121	846134	24
-1	1	846974	847002	7
1	1	1533607	1533619	5
1	1	1705402	1706438	3
1	1	1723690	1723705	6
1	1	2730251	2730290	6
1	1	3030791	3030805	10
1	1	3195774	3195789	8
1	1	3497753	3498956	5
1	1	3581119	3581130	4
1	1	3773493	3773510	3
1	1	3802870	3802884	7
-1	1	4009539	4009551	3
1	1	4455358	4455461	3
1	1	5380208	5380253	13
1	1	5429649	5429670	5
1	1	5507817	5507845	3
1	1	5550264	5550299	13
1	1	5653835	5653847	2
1	1	5712048	5712068	10
1	1	6049937	6050171	11
1	1	6703728	6703945	4
1	1	6950417	6950427	7
1	1	7000049	7000079	3
1	1	7538577	7538635	6
1	1	7748471	7748482	3
1	1	7750647	7750655	11
1	1	7915578	7915586	10
-1	1	8062823	8062915	3
-1	1	8062693	8062710	2
1	1	8153870	8154471	6
-1	1	8371084	8371617	4
1	1	8491579	8491604	2
-1	1	10713468	10713527	4
1	1	11538443	11538457	15
1	1	11617184	11617195	17
1	1	11617183	11617194	17
-1	1	11876746	11876820	2
-1	1	12052637	12052673	3
-1	1	12292502	12292526	4
1	1	12438704	12438714	3
1	1	12747026	12747038	10
1	1	13055892	13055904	10
-1	1	13218155	13218224	3
-1	1	13220396	13220402	5
1	1	13458567	13458577	16
-1	1	16239041	16239047	9
1	1	16367907	16368696	4
1	1	16894725	16894738	5
1	1	16909796	16909823	9
1	1	17190478	17190493	3
1	1	17354666	17354672	16
-1	1	17500101	17500140	3
1	1	18655307	18655320	4
-1	1	18968134	18968170	3
1	1	19577282	19577295	9
1	1	19989009	19989022	8
1	1	20054108	20054116	7
1	1	20054148	20054163	18
1	1	20911957	20911973	7
1	1	21468655	21468666	9
1	1	22936617	22936638	19
1	1	23562145	23562156	6
1	1	23644392	23644408	4
1	1	23644599	23644602	2
1	1	23667543	23667549	7
1	1	23953523	23953542	11
1	1	24129673	24129836	7
-1	1	24203225	24203286	4
-1	1	24889058	24889066	11
-1	1	24889115	24889192	12
-1	1	24889114	24889191	11
1	1	24946453	24946526	12
1	1	24967067	24967078	14
1	1	25113512	25113525	10
1	1	26320237	26320252	7
1	1	26416916	26416933	22
1	1	26768177	26768195	2
1	1	28512029	28512092	6
1	1	29055266	29055283	9
1	1	29055264	29055281	8
1	1	29231496	29231504	3
1	1	29324139	29325603	3
1	1	29351088	29351106	11
1	1	30301600	30301608	13
1	2	335181	335198	4
1	2	345914	346622	2
1	2	631069	631339	7
1	2	1014134	1014163	3
1	2	1851736	1851751	7
1	2	2294910	2295199	6
1	2	2350934	2350944	3
1	2	2350854	2350861	2
1	2	6209538	6210509	3
1	2	6730613	6730636	4
1	2	6818181	6818191	9
1	2	6829236	6829298	12
-1	2	6849412	6849432	6
1	2	6856470	6856483	3
1	2	6952848	6952858	10
1	2	7141690	7141706	5
-1	2	7282398	7282401	3
-1	2	8308602	8308659	7
1	2	8308427	8308438	4
1	2	8998712	8998725	4
1	2	9027431	9027467	14
1	2	9062246	9062264	5
1	2	9098221	9099203	6
1	2	10437848	10437868	3
1	2	10448262	10448278	4
-1	2	10533993	10534004	3
1	2	10673094	10673120	6
1	2	10731193	10731204	7
1	2	11228448	11228485	13
1	2	11538728	11538739	6
1	2	11927535	11927548	2
1	2	12340603	12340619	7
1	2	13673076	13673094	7
1	2	13836440	13836474	23
1	2	14125629	14125675	4
1	2	15764591	15764607	17
1	2	16391345	16391389	11
1	2	18899110	18899152	9
-1	2	19541262	19541292	10
1	3	242121	242146	5
1	3	259826	259853	8
1	3	1049376	1049402	5
1	3	1160051	1160066	3
1	3	1552140	1552159	3
1	3	1585791	1585807	8
1	3	1588555	1588742	4
1	3	1605161	1605262	15
1	3	1710631	1710657	28
1	3	1714902	1714917	7
1	3	2892546	2892557	19
1	3	2987280	2987305	8
1	3	4809855	4809881	3
1	3	5365064	5365076	18
-1	3	5576478	5576510	3
-1	3	5593687	5593869	2
-1	3	5593789	5593869	3
-1	3	5593561	5593869	7
1	3	5599407	5599419	5
1	3	5682981	5682995	6
1	3	5914774	5914797	15
1	3	6502667	6502677	4
1	3	6708522	6708538	13
1	3	6767672	6767679	15
1	3	6767764	6767775	12
-1	3	7675239	7675250	3
1	3	8299754	8299769	3
1	3	8404324	8404349	4
-1	3	9000793	9000836	4
-1	3	9221151	9221189	2
1	3	9234513	9234526	9
1	3	10371380	10371404	9
1	3	10472942	10472957	7
1	3	11007233	11007268	11
1	3	11025204	11025215	5
1	3	11025271	11025278	8
1	3	11276620	11276637	4
1	3	14934534	14934553	15
1	3	15917737	15917749	7
-1	3	16218929	16218947	4
-1	3	16514294	16514305	3
1	3	16983730	16983750	3
1	3	17099191	17099390	9
1	3	17598567	17598577	6
1	3	17738446	17738466	4
1	3	18006383	18006399	3
1	3	19550390	19550488	6
-1	3	20039886	20039906	5
-1	3	21353603	21353671	12
1	3	21883497	21883510	3
1	3	23029879	23029917	3
-1	4	194205	194210	3
1	4	259502	259517	3
-1	4	613875	613907	3
1	4	924348	924373	5
1	4	935175	935186	5
1	4	1049145	1049218	4
-1	4	1071262	1071273	6
1	4	1117473	1117487	2
1	4	1117678	1117686	2
-1	4	1117140	1120922	3
1	4	1287957	1288420	3
1	4	1303503	1303519	4
1	4	5358821	5358833	3
1	4	5368382	5368396	10
-1	4	6073913	6073917	4
1	4	6097025	6097067	3
1	4	6170677	6170689	4
1	4	6229344	6229360	9
1	4	6345982	6346000	3
1	4	6905669	6905685	4
1	4	7458027	7458047	3
1	4	7726738	7726752	5
1	4	8114662	8114672	9
-1	4	8207965	8207989	5
1	4	9007087	9007097	14
-1	4	11741145	11741162	4
1	4	11908630	11908642	12
1	4	11982569	11982582	3
1	4	12083772	12083786	17
-1	4	12359796	12359817	3
1	4	12420557	12420568	13
1	4	12509914	12509937	6
1	4	14245799	14245878	3
1	4	14863731	14863776	5
1	4	15661327	15661335	8
-1	4	15657930	15661335	2
-1	4	15889156	15889160	3
-1	4	16555781	16555818	6
1	4	16951539	16951681	3
1	4	17223396	17223410	6
1	4	18069649	18069674	3
-1	4	18428415	18428473	3
